            date_time       impl  bch_sz  accuracy  total_time [s]  cpu_time [s]  cpu_lat [ms]  gpu_time [s]  gpu_lat [ms]                                             layers  size [Bytes]
30  23-11-22_10-18-30          z      64     67.08           96.60         22.24        2.2242         74.36        7.4356  [[64, 1, z, 0.0, 0.0, 0.0], [64, 2, z, 0.98, 2...       2070792
31  23-11-22_10-18-30          z     128     67.08          125.98         21.91        2.1906        104.07       10.4074  [[128, 1, z, 0.0, 0.0, 0.0], [128, 2, z, 0.97,...       2066696
32  23-11-22_10-18-30         xy       1     67.08          277.42         40.61        4.0612        236.81       23.6807  [[1, 1, xy, 0.0, 0.0, 0.0], [1, 2, xy, 2.72, 7...       2054408
33  23-11-22_10-18-30         xy       2     67.08          155.26         32.81        3.2810        122.45       12.2455  [[2, 1, xy, 0.0, 0.0, 0.0], [2, 2, xy, 1.98, 5...       2058504
34  23-11-22_10-18-30         xy       4     67.08           96.92         28.89        2.8893         68.03        6.8032  [[4, 1, xy, 0.0, 0.0, 0.0], [4, 2, xy, 1.79, 4...       2058504
35  23-11-22_10-18-30         xy       8     67.08           74.09         25.30        2.5297         48.79        4.8789  [[8, 1, xy, 0.0, 0.0, 0.0], [8, 2, xy, 1.35, 4...       2058504
36  23-11-22_10-18-30         xy      16     67.08          136.87         23.70        2.3700        113.17       11.3174  [[16, 1, xy, 0.0, 0.0, 0.0], [16, 2, xy, 1.15,...       2058504
37  23-11-22_10-18-30         xy      32     67.08          140.24         22.53        2.2530        117.71       11.7712  [[32, 1, xy, 0.0, 0.0, 0.0], [32, 2, xy, 1.03,...       2058504
38  23-11-22_10-18-30         xy      64     67.08          175.42         22.21        2.2215        153.21       15.3207  [[64, 1, xy, 0.0, 0.0, 0.0], [64, 2, xy, 0.98,...       2058504
39  23-11-22_10-18-30         xy     128     67.08          203.06         22.01        2.2007        181.05       18.1052  [[128, 1, xy, 0.0, 0.0, 0.0], [128, 2, xy, 0.9...       2058504
40  23-11-22_10-18-30         xz       1     67.08           70.43         40.52        4.0519         29.91        2.9906  [[1, 1, xz, 0.0, 0.0, 0.0], [1, 2, xz, 2.72, 4...       2054408
41  23-11-22_10-18-30         xz       2     67.08           58.21         32.72        3.2719         25.49        2.5487  [[2, 1, xz, 0.0, 0.0, 0.0], [2, 2, xz, 1.99, 4...       2054408
42  23-11-22_10-18-30         xz       4     67.08           52.22         28.96        2.8956         23.26        2.3258  [[4, 1, xz, 0.0, 0.0, 0.0], [4, 2, xz, 1.78, 3...       2054408
43  23-11-22_10-18-30         xz       8     67.08           49.20         25.38        2.5380         23.82        2.3816  [[8, 1, xz, 0.0, 0.0, 0.0], [8, 2, xz, 1.36, 4...       2054408
44  23-11-22_10-18-30         xz      16     67.08           77.25         23.85        2.3853         53.40        5.3405  [[16, 1, xz, 0.0, 0.0, 0.0], [16, 2, xz, 1.15,...       2054408
45  23-11-22_10-18-30         xz      32     67.08          121.15         22.54        2.2542         98.61        9.8608  [[32, 1, xz, 0.0, 0.0, 0.0], [32, 2, xz, 1.04,...       2054408
46  23-11-22_10-18-30         xz      64     67.08          159.89         22.17        2.2174        137.72       13.7718  [[64, 1, xz, 0.0, 0.0, 0.0], [64, 2, xz, 0.97,...       2054408
47  23-11-22_10-18-30         xz     128     67.08          192.32         21.99        2.1991        170.33       17.0333  [[128, 1, xz, 0.0, 0.0, 0.0], [128, 2, xz, 0.9...       2054408
48  23-11-22_10-18-30         yz       1     67.08           73.43         40.59        4.0589         32.84        3.2835  [[1, 1, yz, 0.0, 0.0, 0.0], [1, 2, yz, 2.71, 4...       2050312
49  23-11-22_10-18-30         yz       2     67.08           59.92         32.79        3.2793         27.13        2.7129  [[2, 1, yz, 0.0, 0.0, 0.0], [2, 2, yz, 1.98, 3...       2058504
50  23-11-22_10-18-30         yz       4     67.08           54.42         28.95        2.8949         25.47        2.5470  [[4, 1, yz, 0.0, 0.0, 0.0], [4, 2, yz, 1.79, 3...       2054408
51  23-11-22_10-18-30         yz       8     67.08           51.82         25.35        2.5354         26.47        2.6469  [[8, 1, yz, 0.0, 0.0, 0.0], [8, 2, yz, 1.36, 4...       2054408
52  23-11-22_10-18-30         yz      16     67.08           71.62         23.73        2.3729         47.89        4.7885  [[16, 1, yz, 0.0, 0.0, 0.0], [16, 2, yz, 1.14,...       2062600
53  23-11-22_10-18-30         yz      32     67.08           99.35         22.53        2.2531         76.82        7.6820  [[32, 1, yz, 0.0, 0.0, 0.0], [32, 2, yz, 1.04,...       2070792
54  23-11-22_10-18-30         yz      64     67.08          127.48         22.22        2.2217        105.26       10.5259  [[64, 1, yz, 0.0, 0.0, 0.0], [64, 2, yz, 0.98,...       2066696
55  23-11-22_10-18-30         yz     128     67.08          152.40         21.93        2.1935        130.47       13.0471  [[128, 1, yz, 0.0, 0.0, 0.0], [128, 2, yz, 0.9...       2066696
56  23-11-22_10-18-30        xyz       1     67.08           73.53         40.54        4.0539         32.99        3.2994  [[1, 1, xyz, 0.0, 0.0, 0.0], [1, 2, xyz, 2.71,...       2050312
57  23-11-22_10-18-30        xyz       2     67.08           59.48         32.85        3.2849         26.63        2.6631  [[2, 1, xyz, 0.0, 0.0, 0.0], [2, 2, xyz, 1.99,...       2054408
58  23-11-22_10-18-30        xyz       4     67.08           53.12         29.16        2.9156         23.96        2.3963  [[4, 1, xyz, 0.0, 0.0, 0.0], [4, 2, xyz, 1.8, ...       2054408
59  23-11-22_10-18-30        xyz       8     67.08           49.11         25.40        2.5404         23.71        2.3708  [[8, 1, xyz, 0.0, 0.0, 0.0], [8, 2, xyz, 1.37,...       2054408
60  23-11-22_10-18-30        xyz      16     67.08           68.66         23.69        2.3695         44.97        4.4972  [[16, 1, xyz, 0.0, 0.0, 0.0], [16, 2, xyz, 1.1...       2054408
61  23-11-22_10-18-30        xyz      32     67.08           96.72         22.59        2.2585         74.13        7.4129  [[32, 1, xyz, 0.0, 0.0, 0.0], [32, 2, xyz, 1.0...       2054408
62  23-11-22_10-18-30        xyz      64     67.08          106.91         22.25        2.2250         84.66        8.4657  [[64, 1, xyz, 0.0, 0.0, 0.0], [64, 2, xyz, 0.9...       2054408
63  23-11-22_10-18-30        xyz     128     67.08          116.97         21.92        2.1921         95.05        9.5052  [[128, 1, xyz, 0.0, 0.0, 0.0], [128, 2, xyz, 0...       2054408
64  23-11-22_10-18-30  automatic      16     67.08           42.44         22.61        2.2606         19.83        1.9827  [[16, 1, automatic, 0.0, 0.0, 0.0], [16, 2, au...       2036512


Total runtime of every implementation (excl. auto): 8627.900s

Total runtime of every implementation (incl. auto): 8670.340s


Total runtime including script: 9378.221s
