            date_time       impl  bch_sz  accuracy  total_time [s]  cpu_time [s]  cpu_lat [ms]  gpu_time [s]  gpu_lat [ms]                                             layers  size [Bytes]
16  23-11-22_10-17-28          z       1     67.08          494.95        201.16       20.1155        293.79       29.3791  [[1, 1, z, 0.0, 0.0, 0.0], [1, 2, z, 14.13, 50...       2034424
17  23-11-22_10-17-28          z       2     67.08          468.96        187.37       18.7373        281.59       28.1595  [[2, 1, z, 0.0, 0.0, 0.0], [2, 2, z, 11.75, 49...       2042520
18  23-11-22_10-17-28          z       4     67.08          467.85        155.49       15.5486        312.36       31.2359  [[4, 1, z, 0.0, 0.0, 0.0], [4, 2, z, 12.48, 65...       2034328
19  23-11-22_10-17-28          z       8     67.08          709.50        114.65       11.4650        594.85       59.4853  [[8, 1, z, 0.0, 0.0, 0.0], [8, 2, z, 9.9, 195....       2042688
20  23-11-22_10-17-28          z      16     67.08          887.21         81.25        8.1254        805.96       80.5965  [[16, 1, z, 0.0, 0.0, 0.0], [16, 2, z, 7.71, 2...       2042520
21  23-11-22_10-17-28          z      32     67.08         1105.17         61.67        6.1672       1043.50      104.3499  [[32, 1, z, 0.0, 0.0, 0.0], [32, 2, z, 5.75, 3...       2050712
22  23-11-22_10-17-28          z      64     67.08         1400.42         56.08        5.6077       1344.34      134.4342  [[64, 1, z, 0.0, 0.0, 0.0], [64, 2, z, 5.18, 3...       2050712
23  23-11-22_10-17-28          z     128     67.08         1628.37         55.93        5.5933       1572.44      157.2440  [[128, 1, z, 0.0, 0.0, 0.0], [128, 2, z, 5.32,...       2046616
24  23-11-22_10-17-28         xy       1     67.08          758.84        270.43       27.0433        488.41       48.8413  [[1, 1, xy, 0.0, 0.0, 0.0], [1, 2, xy, 17.12, ...       2042616
25  23-11-22_10-17-28         xy       2     67.08          599.07        208.65       20.8651        390.42       39.0418  [[2, 1, xy, 0.0, 0.0, 0.0], [2, 2, xy, 12.61, ...       2038424
26  23-11-22_10-17-28         xy       4     67.08          547.71        154.54       15.4538        393.17       39.3170  [[4, 1, xy, 0.0, 0.0, 0.0], [4, 2, xy, 12.35, ...       2038424
27  23-11-22_10-17-28         xy       8     67.08          503.99        111.59       11.1585        392.40       39.2398  [[8, 1, xy, 0.0, 0.0, 0.0], [8, 2, xy, 9.25, 6...       2042688
28  23-11-22_10-17-28         xy      16     67.08          473.17         79.84        7.9838        393.33       39.3325  [[16, 1, xy, 0.0, 0.0, 0.0], [16, 2, xy, 7.34,...       2038424
29  23-11-22_10-17-28         xy      32     67.08          479.13         62.34        6.2335        416.79       41.6795  [[32, 1, xy, 0.0, 0.0, 0.0], [32, 2, xy, 5.86,...       2038424
30  23-11-22_10-17-28         xy      64     67.08          540.70         56.77        5.6769        483.93       48.3925  [[64, 1, xy, 0.0, 0.0, 0.0], [64, 2, xy, 5.16,...       2038424
31  23-11-22_10-17-28         xy     128     67.08          553.33         56.06        5.6057        497.27       49.7266  [[128, 1, xy, 0.0, 0.0, 0.0], [128, 2, xy, 5.3...       2038424
32  23-11-22_10-17-28         xz       1     67.08          495.45        200.72       20.0720        294.73       29.4727  [[1, 1, xz, 0.0, 0.0, 0.0], [1, 2, xz, 14.15, ...       2038520
33  23-11-22_10-17-28         xz       2     67.08          455.41        175.02       17.5020        280.39       28.0386  [[2, 1, xz, 0.0, 0.0, 0.0], [2, 2, xz, 10.5, 4...       2034328
34  23-11-22_10-17-28         xz       4     67.08          619.63        152.76       15.2763        466.87       46.6873  [[4, 1, xz, 0.0, 0.0, 0.0], [4, 2, xz, 12.22, ...       2034328
35  23-11-22_10-17-28         xz       8     67.08          581.35        108.34       10.8344        473.01       47.3010  [[8, 1, xz, 0.0, 0.0, 0.0], [8, 2, xz, 9.27, 1...       2038592
36  23-11-22_10-17-28         xz      16     67.08          706.21         83.83        8.3826        622.38       62.2383  [[16, 1, xz, 0.0, 0.0, 0.0], [16, 2, xz, 7.76,...       2034328
37  23-11-22_10-17-28         xz      32     67.08          660.75         62.79        6.2788        597.96       59.7957  [[32, 1, xz, 0.0, 0.0, 0.0], [32, 2, xz, 5.99,...       2034328
38  23-11-22_10-17-28         xz      64     67.08          752.39         56.49        5.6493        695.90       69.5903  [[64, 1, xz, 0.0, 0.0, 0.0], [64, 2, xz, 5.06,...       2034328
39  23-11-22_10-17-28         xz     128     67.08          752.69         55.82        5.5821        696.87       69.6871  [[128, 1, xz, 0.0, 0.0, 0.0], [128, 2, xz, 5.2...       2034328
40  23-11-22_10-17-28         yz       1     67.08          495.90        196.07       19.6069        299.83       29.9826  [[1, 1, yz, 0.0, 0.0, 0.0], [1, 2, yz, 13.56, ...       2038520
41  23-11-22_10-17-28         yz       2     67.08          482.72        190.35       19.0349        292.37       29.2372  [[2, 1, yz, 0.0, 0.0, 0.0], [2, 2, yz, 12.04, ...       2038424
42  23-11-22_10-17-28         yz       4     67.08          461.38        155.24       15.5236        306.14       30.6137  [[4, 1, yz, 0.0, 0.0, 0.0], [4, 2, yz, 12.69, ...       2038424
43  23-11-22_10-17-28         yz       8     67.08          521.93        112.71       11.2715        409.22       40.9216  [[8, 1, yz, 0.0, 0.0, 0.0], [8, 2, yz, 9.77, 1...       2042688
44  23-11-22_10-17-28         yz      16     67.08          613.73         83.17        8.3168        530.56       53.0560  [[16, 1, yz, 0.0, 0.0, 0.0], [16, 2, yz, 8.06,...       2042520
45  23-11-22_10-17-28         yz      32     67.08          705.16         64.18        6.4183        640.98       64.0981  [[32, 1, yz, 0.0, 0.0, 0.0], [32, 2, yz, 6.35,...       2050712
46  23-11-22_10-17-28         yz      64     67.08          833.05         57.29        5.7294        775.76       77.5758  [[64, 1, yz, 0.0, 0.0, 0.0], [64, 2, yz, 5.43,...       2050712
47  23-11-22_10-17-28         yz     128     67.08          956.32         56.28        5.6279        900.04       90.0041  [[128, 1, yz, 0.0, 0.0, 0.0], [128, 2, yz, 5.4...       2046616
48  23-11-22_10-17-28        xyz       1     67.08          503.25        203.40       20.3399        299.85       29.9847  [[1, 1, xyz, 0.0, 0.0, 0.0], [1, 2, xyz, 14.37...       2038520
49  23-11-22_10-17-28        xyz       2     67.08          479.26        189.19       18.9190        290.07       29.0073  [[2, 1, xyz, 0.0, 0.0, 0.0], [2, 2, xyz, 11.85...       2034328
50  23-11-22_10-17-28        xyz       4     67.08          447.51        158.42       15.8422        289.09       28.9087  [[4, 1, xyz, 0.0, 0.0, 0.0], [4, 2, xyz, 12.45...       2034328
51  23-11-22_10-17-28        xyz       8     67.08          400.86        109.98       10.9980        290.88       29.0880  [[8, 1, xyz, 0.0, 0.0, 0.0], [8, 2, xyz, 9.4, ...       2038592
52  23-11-22_10-17-28        xyz      16     67.08          374.83         81.26        8.1261        293.57       29.3573  [[16, 1, xyz, 0.0, 0.0, 0.0], [16, 2, xyz, 7.6...       2034328
53  23-11-22_10-17-28        xyz      32     67.08          365.21         63.91        6.3910        301.30       30.1300  [[32, 1, xyz, 0.0, 0.0, 0.0], [32, 2, xyz, 5.9...       2034328
54  23-11-22_10-17-28        xyz      64     67.08          398.29         57.24        5.7236        341.05       34.1045  [[64, 1, xyz, 0.0, 0.0, 0.0], [64, 2, xyz, 5.0...       2034328
55  23-11-22_10-17-28        xyz     128     67.08          472.78         56.19        5.6195        416.59       41.6585  [[128, 1, xyz, 0.0, 0.0, 0.0], [128, 2, xyz, 5...       2034328
56  23-11-22_10-17-28  automatic      16     67.08          316.88         88.16        8.8159        228.72       22.8721  [[16, 1, automatic, 0.0, 0.0, 0.0], [16, 2, au...       2016424


Total runtime of every implementation (excl. auto): 33918.670s

Total runtime of every implementation (incl. auto): 34235.550s


Total runtime including script: 38150.268s
