            date_time       impl  bch_sz  accuracy  total_time [s]  cpu_time [s]  cpu_lat [ms]  gpu_time [s]  gpu_lat [ms]                                             layers  size [Bytes]
17  24-11-22_10-57-23          y       2     77.24           10.46          7.03        0.7026          3.43        0.3429  [[2, 1, y, 0.0, 0.0, 0.0], [2, 2, y, 1.25, 1.1...        945128
18  24-11-22_10-57-23          y       4     77.24            8.14          4.82        0.4825          3.32        0.3320  [[4, 1, y, 0.0, 0.0, 0.0], [4, 2, y, 0.88, 1.1...        945128
19  24-11-22_10-57-23          y       8     77.24            7.01          3.72        0.3718          3.29        0.3292  [[8, 1, y, 0.0, 0.0, 0.0], [8, 2, y, 0.61, 1.1...        949224
20  24-11-22_10-57-23          y      16     77.24            6.76          3.31        0.3305          3.45        0.3446  [[16, 1, y, 0.0, 0.0, 0.0], [16, 2, y, 0.6, 1....        949224
21  24-11-22_10-57-23          y      32     77.24            6.40          2.94        0.2939          3.46        0.3464  [[32, 1, y, 0.0, 0.0, 0.0], [32, 2, y, 0.49, 1...        953320
22  24-11-22_10-57-23          y      64     77.24            6.36          2.82        0.2815          3.54        0.3545  [[64, 1, y, 0.0, 0.0, 0.0], [64, 2, y, 0.44, 1...        953320
23  24-11-22_10-57-23          y     128     77.24            6.22          2.65        0.2653          3.57        0.3574  [[128, 1, y, 0.0, 0.0, 0.0], [128, 2, y, 0.41,...        953320
24  24-11-22_10-57-23          z       1     77.24           13.21         11.23        1.1226          1.98        0.1984  [[1, 1, z, 0.0, 0.0, 0.0], [1, 2, z, 1.97, 1.0...        932840
25  24-11-22_10-57-23          z       2     77.24            8.45          7.02        0.7020          1.43        0.1427  [[2, 1, z, 0.0, 0.0, 0.0], [2, 2, z, 1.25, 0.7...        936936
26  24-11-22_10-57-23          z       4     77.24            6.02          4.82        0.4822          1.20        0.1202  [[4, 1, z, 0.0, 0.0, 0.0], [4, 2, z, 0.92, 0.6...        936936
27  24-11-22_10-57-23          z       8     77.24            4.87          3.73        0.3729          1.14        0.1136  [[8, 1, z, 0.0, 0.0, 0.0], [8, 2, z, 0.66, 0.6...        945128
28  24-11-22_10-57-23          z      16     77.24            4.69          3.35        0.3345          1.34        0.1343  [[16, 1, z, 0.0, 0.0, 0.0], [16, 2, z, 0.65, 0...        945128
29  24-11-22_10-57-23          z      32     77.24            5.76          3.06        0.3059          2.70        0.2696  [[32, 1, z, 0.0, 0.0, 0.0], [32, 2, z, 0.56, 2...        949224
30  24-11-22_10-57-23          z      64     77.24            7.03          2.88        0.2881          4.15        0.4151  [[64, 1, z, 0.0, 0.0, 0.0], [64, 2, z, 0.5, 3....        945128
31  24-11-22_10-57-23          z     128     77.24            8.22          2.73        0.2726          5.49        0.5489  [[128, 1, z, 0.0, 0.0, 0.0], [128, 2, z, 0.49,...        949224
32  24-11-22_10-57-23         xy       1     77.24           14.76         11.20        1.1196          3.56        0.3555  [[1, 1, xy, 0.0, 0.0, 0.0], [1, 2, xy, 1.97, 1...        941032
33  24-11-22_10-57-23         xy       2     77.24            8.94          7.01        0.7012          1.93        0.1934  [[2, 1, xy, 0.0, 0.0, 0.0], [2, 2, xy, 1.24, 0...        941032
34  24-11-22_10-57-23         xy       4     77.24            6.13          4.80        0.4804          1.33        0.1329  [[4, 1, xy, 0.0, 0.0, 0.0], [4, 2, xy, 0.87, 0...        941032
35  24-11-22_10-57-23         xy       8     77.24            4.88          3.68        0.3677          1.20        0.1197  [[8, 1, xy, 0.0, 0.0, 0.0], [8, 2, xy, 0.6, 0....        941032
36  24-11-22_10-57-23         xy      16     77.24            5.56          3.30        0.3301          2.26        0.2265  [[16, 1, xy, 0.0, 0.0, 0.0], [16, 2, xy, 0.59,...        941032
37  24-11-22_10-57-23         xy      32     77.24            7.26          2.93        0.2929          4.33        0.4329  [[32, 1, xy, 0.0, 0.0, 0.0], [32, 2, xy, 0.48,...        941032
38  24-11-22_10-57-23         xy      64     77.24            8.45          2.83        0.2825          5.62        0.5619  [[64, 1, xy, 0.0, 0.0, 0.0], [64, 2, xy, 0.44,...        941032
39  24-11-22_10-57-23         xy     128     77.24            9.47          2.65        0.2650          6.82        0.6821  [[128, 1, xy, 0.0, 0.0, 0.0], [128, 2, xy, 0.4...        941032
40  24-11-22_10-57-23         xz       1     77.24           13.24         11.25        1.1245          1.99        0.1995  [[1, 1, xz, 0.0, 0.0, 0.0], [1, 2, xz, 1.98, 1...        932840
41  24-11-22_10-57-23         xz       2     77.24            8.50          7.05        0.7047          1.45        0.1453  [[2, 1, xz, 0.0, 0.0, 0.0], [2, 2, xz, 1.25, 0...        936936
42  24-11-22_10-57-23         xz       4     77.24            5.93          4.83        0.4832          1.10        0.1102  [[4, 1, xz, 0.0, 0.0, 0.0], [4, 2, xz, 0.87, 0...        936936
43  24-11-22_10-57-23         xz       8     77.24            4.62          3.69        0.3687          0.93        0.0932  [[8, 1, xz, 0.0, 0.0, 0.0], [8, 2, xz, 0.6, 0....        936936
44  24-11-22_10-57-23         xz      16     77.24            4.30          3.32        0.3322          0.98        0.0979  [[16, 1, xz, 0.0, 0.0, 0.0], [16, 2, xz, 0.6, ...        936936
45  24-11-22_10-57-23         xz      32     77.24            8.57          2.93        0.2926          5.64        0.5641  [[32, 1, xz, 0.0, 0.0, 0.0], [32, 2, xz, 0.49,...        936936
46  24-11-22_10-57-23         xz      64     77.24            9.84          2.81        0.2813          7.03        0.7033  [[64, 1, xz, 0.0, 0.0, 0.0], [64, 2, xz, 0.44,...        936936
47  24-11-22_10-57-23         xz     128     77.24           11.25          2.65        0.2650          8.60        0.8603  [[128, 1, xz, 0.0, 0.0, 0.0], [128, 2, xz, 0.4...        936936
48  24-11-22_10-57-23         yz       1     77.24           13.35         11.22        1.1217          2.13        0.2131  [[1, 1, yz, 0.0, 0.0, 0.0], [1, 2, yz, 1.98, 1...        932840
49  24-11-22_10-57-23         yz       2     77.24            8.56          7.01        0.7015          1.55        0.1547  [[2, 1, yz, 0.0, 0.0, 0.0], [2, 2, yz, 1.24, 0...        936936
50  24-11-22_10-57-23         yz       4     77.24            6.13          4.84        0.4836          1.29        0.1287  [[4, 1, yz, 0.0, 0.0, 0.0], [4, 2, yz, 0.88, 0...        936936
51  24-11-22_10-57-23         yz       8     77.24            4.89          3.68        0.3680          1.21        0.1215  [[8, 1, yz, 0.0, 0.0, 0.0], [8, 2, yz, 0.6, 0....        945128
52  24-11-22_10-57-23         yz      16     77.24            5.06          3.32        0.3317          1.74        0.1744  [[16, 1, yz, 0.0, 0.0, 0.0], [16, 2, yz, 0.6, ...        945128
53  24-11-22_10-57-23         yz      32     77.24            6.29          2.93        0.2928          3.36        0.3358  [[32, 1, yz, 0.0, 0.0, 0.0], [32, 2, yz, 0.49,...        949224
54  24-11-22_10-57-23         yz      64     77.24            7.44          2.83        0.2825          4.61        0.4609  [[64, 1, yz, 0.0, 0.0, 0.0], [64, 2, yz, 0.43,...        945128
55  24-11-22_10-57-23         yz     128     77.24            8.30          2.64        0.2643          5.66        0.5660  [[128, 1, yz, 0.0, 0.0, 0.0], [128, 2, yz, 0.4...        949224
56  24-11-22_10-57-23        xyz       1     77.24           13.34         11.19        1.1192          2.15        0.2147  [[1, 1, xyz, 0.0, 0.0, 0.0], [1, 2, xyz, 1.97,...        932840
57  24-11-22_10-57-23        xyz       2     77.24            8.53          7.02        0.7023          1.51        0.1513  [[2, 1, xyz, 0.0, 0.0, 0.0], [2, 2, xyz, 1.25,...        936936
58  24-11-22_10-57-23        xyz       4     77.24            5.95          4.84        0.4844          1.11        0.1110  [[4, 1, xyz, 0.0, 0.0, 0.0], [4, 2, xyz, 0.89,...        936936
59  24-11-22_10-57-23        xyz       8     77.24            4.61          3.67        0.3669          0.94        0.0936  [[8, 1, xyz, 0.0, 0.0, 0.0], [8, 2, xyz, 0.6, ...        936936
60  24-11-22_10-57-23        xyz      16     77.24            4.25          3.30        0.3297          0.95        0.0945  [[16, 1, xyz, 0.0, 0.0, 0.0], [16, 2, xyz, 0.5...        936936
61  24-11-22_10-57-23        xyz      32     77.24            7.11          2.94        0.2936          4.17        0.4175  [[32, 1, xyz, 0.0, 0.0, 0.0], [32, 2, xyz, 0.4...        936936
62  24-11-22_10-57-23        xyz      64     77.24            7.98          2.82        0.2823          5.16        0.5156  [[64, 1, xyz, 0.0, 0.0, 0.0], [64, 2, xyz, 0.4...        936936
63  24-11-22_10-57-23        xyz     128     77.24            8.86          2.66        0.2657          6.20        0.6196  [[128, 1, xyz, 0.0, 0.0, 0.0], [128, 2, xyz, 0...        936936
64  24-11-22_10-57-23  automatic      16     77.24            2.23          2.00        0.1998          0.23        0.0226  [[16, 1, automatic, 0.0, 0.0, 0.0], [16, 2, au...        939552


Total runtime of every implementation (excl. auto): 483.160s

Total runtime of every implementation (incl. auto): 485.390s


Total runtime including script: 737.832s
