            date_time       impl  bch_sz  accuracy  total_time [s]  cpu_time [s]  cpu_lat [ms]  gpu_time [s]  gpu_lat [ms]                                             layers  size [Bytes]
12  26-10-22_15-04-48          y       8     77.24           43.69         18.87        1.8874         24.82        2.4822  [[8, 1, y, 0.0, 0.0, 0.0], [8, 2, y, 3.14, 16....        937432
13  26-10-22_15-04-48          y      16     77.24           25.07         11.25        1.1247         13.82        1.3818  [[16, 1, y, 0.0, 0.0, 0.0], [16, 2, y, 2.32, 9...        933232
14  26-10-22_15-04-48          y      32     77.24           23.21          9.71        0.9705         13.50        1.3500  [[32, 1, y, 0.0, 0.0, 0.0], [32, 2, y, 2.07, 8...        933232
15  26-10-22_15-04-48          y      64     77.24           21.96          8.33        0.8333         13.63        1.3631  [[64, 1, y, 0.0, 0.0, 0.0], [64, 2, y, 1.95, 9...        937424
16  26-10-22_15-04-48          y     128     77.24           21.43          7.78        0.7783         13.65        1.3646  [[128, 1, y, 0.0, 0.0, 0.0], [128, 2, y, 1.85,...        941624
17  26-10-22_15-04-48          y     256     77.24           21.89          8.21        0.8210         13.68        1.3683  [[256, 1, y, 0.0, 0.0, 0.0], [256, 2, y, 1.96,...        937432
18  26-10-22_15-04-48          z       1     77.24          123.40         59.47        5.9468         63.93        6.3933  [[1, 1, z, 0.0, 0.0, 0.0], [1, 2, z, 10.58, 42...        916824
19  26-10-22_15-04-48          z       2     77.24           73.94         33.06        3.3058         40.88        4.0884  [[2, 1, z, 0.0, 0.0, 0.0], [2, 2, z, 6.17, 27....        920944
20  26-10-22_15-04-48          z       4     77.24           52.90         22.52        2.2519         30.38        3.0382  [[4, 1, z, 0.0, 0.0, 0.0], [4, 2, z, 4.0, 20.9...        920944
21  26-10-22_15-04-48          z       8     77.24           34.02         14.91        1.4905         19.11        1.9106  [[8, 1, z, 0.0, 0.0, 0.0], [8, 2, z, 2.51, 14....        929240
22  26-10-22_15-04-48          z      16     77.24           47.30         15.30        1.5298         32.00        3.1998  [[16, 1, z, 0.0, 0.0, 0.0], [16, 2, z, 3.39, 2...        925040
23  26-10-22_15-04-48          z      32     77.24           56.31         11.64        1.1638         44.67        4.4674  [[32, 1, z, 0.0, 0.0, 0.0], [32, 2, z, 3.08, 3...        929136
24  26-10-22_15-04-48          z      64     77.24           65.30          9.27        0.9271         56.03        5.6028  [[64, 1, z, 0.0, 0.0, 0.0], [64, 2, z, 2.4, 47...        933328
25  26-10-22_15-04-48          z     128     77.24           74.14          8.21        0.8206         65.93        6.5927  [[128, 1, z, 0.0, 0.0, 0.0], [128, 2, z, 1.88,...        937528
26  26-10-22_15-04-48          z     256     77.24           83.43          8.37        0.8371         75.06        7.5062  [[256, 1, z, 0.0, 0.0, 0.0], [256, 2, z, 2.03,...        937432
27  26-10-22_15-04-48         xy       1     77.24          122.19         57.15        5.7152         65.04        6.5042  [[1, 1, xy, 0.0, 0.0, 0.0], [1, 2, xy, 10.21, ...        920920
28  26-10-22_15-04-48         xy       2     77.24           74.94         32.08        3.2079         42.86        4.2860  [[2, 1, xy, 0.0, 0.0, 0.0], [2, 2, xy, 5.93, 2...        925040
29  26-10-22_15-04-48         xy       4     77.24           51.29         22.29        2.2289         29.00        2.8998  [[4, 1, xy, 0.0, 0.0, 0.0], [4, 2, xy, 3.98, 2...        925040
30  26-10-22_15-04-48         xy       8     77.24           36.99         16.46        1.6463         20.53        2.0532  [[8, 1, xy, 0.0, 0.0, 0.0], [8, 2, xy, 2.69, 1...        929240
31  26-10-22_15-04-48         xy      16     77.24           25.01         11.36        1.1363         13.65        1.3648  [[16, 1, xy, 0.0, 0.0, 0.0], [16, 2, xy, 2.23,...        925040
32  26-10-22_15-04-48         xy      32     77.24           22.68          9.70        0.9698         12.98        1.2981  [[32, 1, xy, 0.0, 0.0, 0.0], [32, 2, xy, 2.09,...        925040
33  26-10-22_15-04-48         xy      64     77.24           22.21          8.30        0.8296         13.91        1.3908  [[64, 1, xy, 0.0, 0.0, 0.0], [64, 2, xy, 2.0, ...        929232
34  26-10-22_15-04-48         xy     128     77.24           22.01          7.70        0.7698         14.31        1.4306  [[128, 1, xy, 0.0, 0.0, 0.0], [128, 2, xy, 1.9...        933432
35  26-10-22_15-04-48         xy     256     77.24           22.97          8.34        0.8344         14.63        1.4630  [[256, 1, xy, 0.0, 0.0, 0.0], [256, 2, xy, 2.1...        929240
36  26-10-22_15-04-48         xz       1     77.24          119.17         58.16        5.8158         61.01        6.1013  [[1, 1, xz, 0.0, 0.0, 0.0], [1, 2, xz, 10.3, 4...        916824
37  26-10-22_15-04-48         xz       2     77.24           98.48         41.03        4.1028         57.45        5.7450  [[2, 1, xz, 0.0, 0.0, 0.0], [2, 2, xz, 7.19, 3...        916848
38  26-10-22_15-04-48         xz       4     77.24           51.33         21.98        2.1979         29.35        2.9352  [[4, 1, xz, 0.0, 0.0, 0.0], [4, 2, xz, 3.88, 2...        916848
39  26-10-22_15-04-48         xz       8     77.24           36.94         16.41        1.6408         20.53        2.0531  [[8, 1, xz, 0.0, 0.0, 0.0], [8, 2, xz, 2.95, 1...        921048
40  26-10-22_15-04-48         xz      16     77.24           24.70         10.90        1.0898         13.80        1.3802  [[16, 1, xz, 0.0, 0.0, 0.0], [16, 2, xz, 2.14,...        916848
41  26-10-22_15-04-48         xz      32     77.24           22.94          9.45        0.9451         13.49        1.3493  [[32, 1, xz, 0.0, 0.0, 0.0], [32, 2, xz, 2.0, ...        916848
42  26-10-22_15-04-48         xz      64     77.24           22.00          8.35        0.8352         13.65        1.3646  [[64, 1, xz, 0.0, 0.0, 0.0], [64, 2, xz, 1.95,...        921040
43  26-10-22_15-04-48         xz     128     77.24           21.61          7.64        0.7641         13.97        1.3969  [[128, 1, xz, 0.0, 0.0, 0.0], [128, 2, xz, 1.8...        925240
44  26-10-22_15-04-48         xz     256     77.24           21.85          8.25        0.8248         13.60        1.3603  [[256, 1, xz, 0.0, 0.0, 0.0], [256, 2, xz, 2.1...        921048
45  26-10-22_15-04-48         yz       1     77.24          124.82         59.03        5.9030         65.79        6.5790  [[1, 1, yz, 0.0, 0.0, 0.0], [1, 2, yz, 10.44, ...        916824
46  26-10-22_15-04-48         yz       2     77.24           78.18         34.40        3.4398         43.78        4.3781  [[2, 1, yz, 0.0, 0.0, 0.0], [2, 2, yz, 6.49, 2...        920944
47  26-10-22_15-04-48         yz       4     77.24           53.29         22.60        2.2601         30.69        3.0695  [[4, 1, yz, 0.0, 0.0, 0.0], [4, 2, yz, 3.95, 2...        920944
48  26-10-22_15-04-48         yz       8     77.24           42.90         17.52        1.7517         25.38        2.5380  [[8, 1, yz, 0.0, 0.0, 0.0], [8, 2, yz, 2.92, 2...        929240
49  26-10-22_15-04-48         yz      16     77.24           56.93         15.42        1.5424         41.51        4.1508  [[16, 1, yz, 0.0, 0.0, 0.0], [16, 2, yz, 3.48,...        925040
50  26-10-22_15-04-48         yz      32     77.24           65.75         11.52        1.1520         54.23        5.4226  [[32, 1, yz, 0.0, 0.0, 0.0], [32, 2, yz, 2.93,...        929136
51  26-10-22_15-04-48         yz      64     77.24           73.40          9.35        0.9346         64.05        6.4054  [[64, 1, yz, 0.0, 0.0, 0.0], [64, 2, yz, 2.41,...        933328
52  26-10-22_15-04-48         yz     128     77.24           84.35          8.17        0.8168         76.18        7.6178  [[128, 1, yz, 0.0, 0.0, 0.0], [128, 2, yz, 1.8...        937528
53  26-10-22_15-04-48         yz     256     77.24          100.74          8.40        0.8404         92.34        9.2339  [[256, 1, yz, 0.0, 0.0, 0.0], [256, 2, yz, 2.0...        937432
54  26-10-22_15-04-48        xyz       1     77.24          119.47         56.25        5.6250         63.22        6.3223  [[1, 1, xyz, 0.0, 0.0, 0.0], [1, 2, xyz, 10.04...        916824
55  26-10-22_15-04-48        xyz       2     77.24           77.41         33.50        3.3496         43.91        4.3907  [[2, 1, xyz, 0.0, 0.0, 0.0], [2, 2, xyz, 6.21,...        916848
56  26-10-22_15-04-48        xyz       4     77.24           44.98         19.92        1.9923         25.06        2.5060  [[4, 1, xyz, 0.0, 0.0, 0.0], [4, 2, xyz, 3.45,...        916848
57  26-10-22_15-04-48        xyz       8     77.24           40.26         17.86        1.7863         22.40        2.2401  [[8, 1, xyz, 0.0, 0.0, 0.0], [8, 2, xyz, 3.23,...        921048
58  26-10-22_15-04-48        xyz      16     77.24           24.49         10.68        1.0677         13.81        1.3811  [[16, 1, xyz, 0.0, 0.0, 0.0], [16, 2, xyz, 2.0...        916848
59  26-10-22_15-04-48        xyz      32     77.24           23.80          9.87        0.9871         13.93        1.3932  [[32, 1, xyz, 0.0, 0.0, 0.0], [32, 2, xyz, 2.1...        916848
60  26-10-22_15-04-48        xyz      64     77.24           23.67          8.62        0.8619         15.05        1.5052  [[64, 1, xyz, 0.0, 0.0, 0.0], [64, 2, xyz, 2.1...        921040
61  26-10-22_15-04-48        xyz     128     77.24           24.23          7.85        0.7849         16.38        1.6384  [[128, 1, xyz, 0.0, 0.0, 0.0], [128, 2, xyz, 1...        925240
62  26-10-22_15-04-48        xyz     256     77.24           27.94          8.48        0.8482         19.46        1.9465  [[256, 1, xyz, 0.0, 0.0, 0.0], [256, 2, xyz, 2...        921048
63  26-10-22_15-04-48  automatic     128     77.24           20.19          7.95        0.7948         12.24        1.2240  [[128, 1, automatic, 0.0, 0.0, 0.0], [128, 2, ...        929336


Total runtime of every implementation (excl. auto): 3366.230s

Total runtime of every implementation (incl. auto): 3386.420s



Total runtime including script: 4588.544s
