            date_time       impl  bch_sz  accuracy  total_time [s]  cpu_time [s]  cpu_lat [ms]  gpu_time [s]  gpu_lat [ms]                                             layers  size [Bytes]
14  14-10-22_16-29-49          x      32     10.00          141.96         14.75        1.4748        127.21       12.7211  [[32, 1, x, 0.0, 0.0, 0.0], [32, 2, x, 1.1, 33...       2062600
15  14-10-22_16-29-49          x      64     10.00          218.08         14.20        1.4197        203.88       20.3884  [[64, 1, x, 0.0, 0.0, 0.0], [64, 2, x, 1.07, 4...       2062600
16  14-10-22_16-29-49          x     128     10.00          260.99         14.08        1.4082        246.91       24.6913  [[128, 1, x, 0.0, 0.0, 0.0], [128, 2, x, 1.04,...       2062600
17  14-10-22_16-29-49          x     256     10.00          323.33         14.31        1.4309        309.02       30.9022  [[256, 1, x, 0.0, 0.0, 0.0], [256, 2, x, 1.06,...       2062600
18  14-10-22_16-29-49          y       1     10.00          268.19         32.95        3.2946        235.24       23.5238  [[1, 1, y, 0.0, 0.0, 0.0], [1, 2, y, 2.78, 7.0...       2054408
19  14-10-22_16-29-49          y       2     10.00          258.66         24.90        2.4897        233.76       23.3757  [[2, 1, y, 0.0, 0.0, 0.0], [2, 2, y, 2.08, 6.9...       2074888
20  14-10-22_16-29-49          y       4     10.00          254.11         20.88        2.0882        233.23       23.3233  [[4, 1, y, 0.0, 0.0, 0.0], [4, 2, y, 1.87, 7.1...       2066696
21  14-10-22_16-29-49          y       8     10.00          251.22         18.00        1.7997        233.22       23.3219  [[8, 1, y, 0.0, 0.0, 0.0], [8, 2, y, 1.45, 7.2...       2066696
22  14-10-22_16-29-49          y      16     10.00          249.90         15.93        1.5930        233.97       23.3974  [[16, 1, y, 0.0, 0.0, 0.0], [16, 2, y, 1.22, 7...       2066696
23  14-10-22_16-29-49          y      32     10.00          249.46         14.76        1.4758        234.70       23.4704  [[32, 1, y, 0.0, 0.0, 0.0], [32, 2, y, 1.13, 7...       2070792
24  14-10-22_16-29-49          y      64     10.00          249.51         14.20        1.4196        235.31       23.5311  [[64, 1, y, 0.0, 0.0, 0.0], [64, 2, y, 1.08, 7...       2066696
25  14-10-22_16-29-49          y     128     10.00          250.68         14.03        1.4035        236.65       23.6649  [[128, 1, y, 0.0, 0.0, 0.0], [128, 2, y, 1.05,...       2066696
26  14-10-22_16-29-49          y     256     10.00          253.92         14.34        1.4341        239.58       23.9583  [[256, 1, y, 0.0, 0.0, 0.0], [256, 2, y, 1.08,...       2066696
27  14-10-22_16-29-49          z       1     10.00           63.68         32.69        3.2691         30.99        3.0993  [[1, 1, z, 0.0, 0.0, 0.0], [1, 2, z, 2.76, 4.5...       2050312
28  14-10-22_16-29-49          z       2     10.00           53.44         24.76        2.4756         28.68        2.8677  [[2, 1, z, 0.0, 0.0, 0.0], [2, 2, z, 2.05, 4.4...       2062600
29  14-10-22_16-29-49          z       4     10.00           48.51         20.76        2.0759         27.75        2.7752  [[4, 1, z, 0.0, 0.0, 0.0], [4, 2, z, 1.86, 4.4...       2058504
30  14-10-22_16-29-49          z       8     10.00           45.13         17.88        1.7876         27.25        2.7253  [[8, 1, z, 0.0, 0.0, 0.0], [8, 2, z, 1.42, 4.5...       2058504
31  14-10-22_16-29-49          z      16     10.00           45.87         15.82        1.5817         30.05        3.0052  [[16, 1, z, 0.0, 0.0, 0.0], [16, 2, z, 1.2, 6....       2062600
32  14-10-22_16-29-49          z      32     10.00           63.03         14.66        1.4658         48.37        4.8370  [[32, 1, z, 0.0, 0.0, 0.0], [32, 2, z, 1.13, 1...       2074888
33  14-10-22_16-29-49          z      64     10.00           88.81         14.10        1.4095         74.71        7.4712  [[64, 1, z, 0.0, 0.0, 0.0], [64, 2, z, 1.06, 2...       2074888
34  14-10-22_16-29-49          z     128     10.00          118.49         14.01        1.4006        104.48       10.4477  [[128, 1, z, 0.0, 0.0, 0.0], [128, 2, z, 1.06,...       2070792
35  14-10-22_16-29-49          z     256     10.00          152.24         14.29        1.4285        137.95       13.7950  [[256, 1, z, 0.0, 0.0, 0.0], [256, 2, z, 1.09,...       2074888
36  14-10-22_16-29-49         xy       1     10.00          269.16         32.87        3.2866        236.29       23.6291  [[1, 1, xy, 0.0, 0.0, 0.0], [1, 2, xy, 2.79, 7...       2054408
37  14-10-22_16-29-49         xy       2     10.00          146.16         24.85        2.4852        121.31       12.1309  [[2, 1, xy, 0.0, 0.0, 0.0], [2, 2, xy, 2.06, 5...       2062600
38  14-10-22_16-29-49         xy       4     10.00           88.69         20.81        2.0811         67.88        6.7877  [[4, 1, xy, 0.0, 0.0, 0.0], [4, 2, xy, 1.86, 4...       2062600
39  14-10-22_16-29-49         xy       8     10.00           66.71         17.95        1.7954         48.76        4.8761  [[8, 1, xy, 0.0, 0.0, 0.0], [8, 2, xy, 1.41, 4...       2058504
40  14-10-22_16-29-49         xy      16     10.00          128.97         15.93        1.5926        113.04       11.3043  [[16, 1, xy, 0.0, 0.0, 0.0], [16, 2, xy, 1.21,...       2062600
41  14-10-22_16-29-49         xy      32     10.00          132.32         14.76        1.4759        117.56       11.7562  [[32, 1, xy, 0.0, 0.0, 0.0], [32, 2, xy, 1.09,...       2062600
42  14-10-22_16-29-49         xy      64     10.00          167.24         14.17        1.4165        153.07       15.3068  [[64, 1, xy, 0.0, 0.0, 0.0], [64, 2, xy, 1.05,...       2058504
43  14-10-22_16-29-49         xy     128     10.00          194.89         14.02        1.4024        180.87       18.0872  [[128, 1, xy, 0.0, 0.0, 0.0], [128, 2, xy, 1.0...       2058504
44  14-10-22_16-29-49         xy     256     10.00          224.90         14.30        1.4301        210.60       21.0599  [[256, 1, xy, 0.0, 0.0, 0.0], [256, 2, xy, 1.0...       2058504
45  14-10-22_16-29-49         xz       1     10.00           62.40         32.77        3.2772         29.63        2.9633  [[1, 1, xz, 0.0, 0.0, 0.0], [1, 2, xz, 2.77, 4...       2054408
46  14-10-22_16-29-49         xz       2     10.00           49.98         24.74        2.4743         25.24        2.5239  [[2, 1, xz, 0.0, 0.0, 0.0], [2, 2, xz, 2.04, 4...       2058504
47  14-10-22_16-29-49         xz       4     10.00           43.97         20.83        2.0834         23.14        2.3136  [[4, 1, xz, 0.0, 0.0, 0.0], [4, 2, xz, 1.86, 3...       2058504
48  14-10-22_16-29-49         xz       8     10.00           41.69         17.88        1.7878         23.81        2.3809  [[8, 1, xz, 0.0, 0.0, 0.0], [8, 2, xz, 1.41, 4...       2058504
49  14-10-22_16-29-49         xz      16     10.00           69.32         15.91        1.5911         53.41        5.3409  [[16, 1, xz, 0.0, 0.0, 0.0], [16, 2, xz, 1.19,...       2058504
50  14-10-22_16-29-49         xz      32     10.00          113.50         14.89        1.4886         98.61        9.8614  [[32, 1, xz, 0.0, 0.0, 0.0], [32, 2, xz, 1.1, ...       2058504
51  14-10-22_16-29-49         xz      64     10.00          151.90         14.17        1.4171        137.73       13.7727  [[64, 1, xz, 0.0, 0.0, 0.0], [64, 2, xz, 1.05,...       2058504
52  14-10-22_16-29-49         xz     128     10.00          184.47         14.07        1.4066        170.40       17.0405  [[128, 1, xz, 0.0, 0.0, 0.0], [128, 2, xz, 1.0...       2058504
53  14-10-22_16-29-49         xz     256     10.00          219.65         14.29        1.4293        205.36       20.5359  [[256, 1, xz, 0.0, 0.0, 0.0], [256, 2, xz, 1.0...       2058504
54  14-10-22_16-29-49         yz       1     10.00           65.12         32.84        3.2842         32.28        3.2284  [[1, 1, yz, 0.0, 0.0, 0.0], [1, 2, yz, 2.77, 4...       2050312
55  14-10-22_16-29-49         yz       2     10.00           51.44         24.72        2.4722         26.72        2.6715  [[2, 1, yz, 0.0, 0.0, 0.0], [2, 2, yz, 2.04, 3...       2062600
56  14-10-22_16-29-49         yz       4     10.00           46.20         20.81        2.0812         25.39        2.5392  [[4, 1, yz, 0.0, 0.0, 0.0], [4, 2, yz, 1.85, 3...       2058504
57  14-10-22_16-29-49         yz       8     10.00           44.39         17.96        1.7962         26.43        2.6428  [[8, 1, yz, 0.0, 0.0, 0.0], [8, 2, yz, 1.43, 4...       2058504
58  14-10-22_16-29-49         yz      16     10.00           63.82         15.94        1.5941         47.88        4.7885  [[16, 1, yz, 0.0, 0.0, 0.0], [16, 2, yz, 1.21,...       2062600
59  14-10-22_16-29-49         yz      32     10.00           91.56         14.79        1.4786         76.77        7.6770  [[32, 1, yz, 0.0, 0.0, 0.0], [32, 2, yz, 1.12,...       2074888
60  14-10-22_16-29-49         yz      64     10.00          119.50         14.23        1.4225        105.27       10.5271  [[64, 1, yz, 0.0, 0.0, 0.0], [64, 2, yz, 1.09,...       2070792
61  14-10-22_16-29-49         yz     128     10.00          144.61         14.13        1.4125        130.48       13.0481  [[128, 1, yz, 0.0, 0.0, 0.0], [128, 2, yz, 1.0...       2070792
62  14-10-22_16-29-49         yz     256     10.00          166.20         14.33        1.4332        151.87       15.1875  [[256, 1, yz, 0.0, 0.0, 0.0], [256, 2, yz, 1.0...       2074888
63  14-10-22_16-29-49        xyz       1     10.00           65.15         32.69        3.2690         32.46        3.2464  [[1, 1, xyz, 0.0, 0.0, 0.0], [1, 2, xyz, 2.7, ...       2050312
64  14-10-22_16-29-49        xyz       2     10.00           50.91         24.82        2.4821         26.09        2.6093  [[2, 1, xyz, 0.0, 0.0, 0.0], [2, 2, xyz, 2.04,...       2058504
65  14-10-22_16-29-49        xyz       4     10.00           44.37         20.72        2.0720         23.65        2.3648  [[4, 1, xyz, 0.0, 0.0, 0.0], [4, 2, xyz, 1.84,...       2058504
66  14-10-22_16-29-49        xyz       8     10.00           41.63         17.97        1.7975         23.66        2.3658  [[8, 1, xyz, 0.0, 0.0, 0.0], [8, 2, xyz, 1.41,...       2058504
67  14-10-22_16-29-49        xyz      16     10.00           60.80         15.91        1.5905         44.89        4.4893  [[16, 1, xyz, 0.0, 0.0, 0.0], [16, 2, xyz, 1.2...       2058504
68  14-10-22_16-29-49        xyz      32     10.00           88.71         14.69        1.4695         74.02        7.4024  [[32, 1, xyz, 0.0, 0.0, 0.0], [32, 2, xyz, 1.0...       2058504
69  14-10-22_16-29-49        xyz      64     10.00           98.78         14.17        1.4175         84.61        8.4609  [[64, 1, xyz, 0.0, 0.0, 0.0], [64, 2, xyz, 1.0...       2058504
70  14-10-22_16-29-49        xyz     128     10.00          109.01         14.01        1.4006         95.00        9.5005  [[128, 1, xyz, 0.0, 0.0, 0.0], [128, 2, xyz, 1...       2058504
71  14-10-22_16-29-49        xyz     256     10.00          130.20         14.31        1.4312        115.89       11.5893  [[256, 1, xyz, 0.0, 0.0, 0.0], [256, 2, xyz, 1...       2058504
72  14-10-22_16-29-49  automatic      16     10.00           34.27         14.46        1.4465         19.81        1.9806  [[16, 1, automatic, 0.0, 0.0, 0.0], [16, 2, au...       2044776

Total runtime of every implementation (excl. auto): 9667.370s

Total runtime of every implementation (incl. auto): 9701.640s


Total runtime including script: 10519.187s
